Linux 6.18.5-100.fc42.x86_64 (midu-thinkpadp16vgen1.rmtat.csb) 	01/23/2026 	_x86_64_	(16 CPU)

04:18:11 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:26 PM    3    2.00    0.00   16.00    0.00    0.00   78.00    0.00    0.00    0.00    4.00
04:18:26 PM    4    1.00    0.00   15.00    0.00    0.00   81.00    0.00    0.00    0.00    3.00
04:18:26 PM    5    1.01    0.00   14.14    0.00    0.00   80.81    0.00    0.00    0.00    4.04
04:18:26 PM    6    6.93    0.00   16.83    0.00    0.99   71.29    0.00    0.00    0.00    3.96
04:18:26 PM    7   64.65    0.00    8.08    0.00    0.00   26.26    0.00    0.00    0.00    1.01
04:18:26 PM    8    2.00    0.00   15.00    0.00    0.00   80.00    0.00    0.00    0.00    3.00
04:18:26 PM    9    8.00    0.00   14.00    0.00    1.00   74.00    0.00    0.00    0.00    3.00
04:18:26 PM   10    2.00    0.00   14.00    0.00    0.00   80.00    0.00    0.00    0.00    4.00
04:18:26 PM   11    0.99    0.00   13.86    0.00    0.99   81.19    0.00    0.00    0.00    2.97
04:18:26 PM   12    1.00    0.00   15.00    0.00    0.00   80.00    0.00    0.00    0.00    4.00
04:18:26 PM   13    0.00    0.00   16.33    0.00    0.00   81.63    0.00    0.00    0.00    2.04
04:18:26 PM   14   29.29    0.00   11.11    0.00    0.00   57.58    0.00    0.00    0.00    2.02
04:18:26 PM   15    2.02    0.00   16.16    0.00    0.00   79.80    0.00    0.00    0.00    2.02

04:18:26 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:27 PM  all   11.80    0.06   14.42    0.00    0.62   69.23    0.00    0.00    0.00    3.87
04:18:27 PM    0   17.17    0.00   12.12    0.00    1.01   66.67    0.00    0.00    0.00    3.03
04:18:27 PM    1    9.18    0.00   15.31    0.00    0.00   70.41    0.00    0.00    0.00    5.10
04:18:27 PM    2    9.90    0.99   15.84    0.00    0.99   67.33    0.00    0.00    0.00    4.95
04:18:27 PM    3    9.00    0.00   14.00    0.00    1.00   70.00    0.00    0.00    0.00    6.00
04:18:27 PM    4    1.94    0.00   14.56    0.00    0.97   77.67    0.00    0.00    0.00    4.85
04:18:27 PM    5   10.00    0.00   14.00    0.00    0.00   73.00    0.00    0.00    0.00    3.00
04:18:27 PM    6   25.25    0.00   17.17    0.00    0.00   55.56    0.00    0.00    0.00    2.02
04:18:27 PM    7    5.00    0.00   14.00    0.00    1.00   75.00    0.00    0.00    0.00    5.00
04:18:27 PM    8    3.96    0.00   13.86    0.00    0.99   76.24    0.00    0.00    0.00    4.95
04:18:27 PM    9    4.04    0.00   15.15    0.00    0.00   77.78    0.00    0.00    0.00    3.03
04:18:27 PM   10    8.00    0.00   15.00    0.00    1.00   72.00    0.00    0.00    0.00    4.00
04:18:27 PM   11   30.00    0.00   12.00    0.00    0.00   54.00    0.00    0.00    0.00    4.00
04:18:27 PM   12    5.00    0.00   15.00    0.00    0.00   78.00    0.00    0.00    0.00    2.00
04:18:27 PM   13   12.87    0.00   14.85    0.00    0.99   69.31    0.00    0.00    0.00    1.98
04:18:27 PM   14   36.00    0.00   11.00    0.00    1.00   50.00    0.00    0.00    0.00    2.00
04:18:27 PM   15    1.98    0.00   16.83    0.00    0.99   74.26    0.00    0.00    0.00    5.94

04:18:27 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:28 PM  all    8.16    0.06   14.45    0.00    0.56   73.35    0.00    0.00    0.00    3.42
04:18:28 PM    0    3.96    0.00   17.82    0.00    0.00   74.26    0.00    0.00    0.00    3.96
04:18:28 PM    1    3.96    0.00   14.85    0.00    0.99   75.25    0.00    0.00    0.00    4.95
04:18:28 PM    2    1.01    0.00   15.15    0.00    0.00   80.81    0.00    0.00    0.00    3.03
04:18:28 PM    3    2.94    0.00   16.67    0.00    0.98   75.49    0.00    0.00    0.00    3.92
04:18:28 PM    4    1.02    0.00   14.29    0.00    0.00   82.65    0.00    0.00    0.00    2.04
04:18:28 PM    5    0.99    0.00   14.85    0.00    0.99   80.20    0.00    0.00    0.00    2.97
04:18:28 PM    6   13.86    0.00   13.86    0.00    0.99   67.33    0.00    0.00    0.00    3.96
04:18:28 PM    7   34.31    0.00   11.76    0.00    0.98   50.00    0.00    0.00    0.00    2.94
04:18:28 PM    8   21.00    0.00   12.00    0.00    0.00   64.00    0.00    0.00    0.00    3.00
04:18:28 PM    9    1.00    0.00   14.00    0.00    1.00   81.00    0.00    0.00    0.00    3.00
04:18:28 PM   10   13.00    0.00   15.00    0.00    0.00   68.00    0.00    0.00    0.00    4.00
04:18:28 PM   11   10.00    0.00   13.00    0.00    1.00   70.00    0.00    0.00    0.00    6.00
04:18:28 PM   12    2.00    0.00   15.00    0.00    1.00   78.00    0.00    0.00    0.00    4.00
04:18:28 PM   13    2.00    0.00   14.00    0.00    0.00   80.00    0.00    0.00    0.00    4.00
04:18:28 PM   14    1.98    0.00   15.84    0.00    0.00   80.20    0.00    0.00    0.00    1.98
04:18:28 PM   15   17.00    1.00   13.00    0.00    1.00   67.00    0.00    0.00    0.00    1.00

04:18:28 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:29 PM  all    8.58    0.00   14.34    0.00    0.44   73.14    0.00    0.00    0.00    3.51
04:18:29 PM    0    4.00    0.00   14.00    0.00    1.00   75.00    0.00    0.00    0.00    6.00
04:18:29 PM    1    4.00    0.00   14.00    0.00    0.00   75.00    0.00    0.00    0.00    7.00
04:18:29 PM    2   10.89    0.00   13.86    0.00    0.99   72.28    0.00    0.00    0.00    1.98
04:18:29 PM    3    3.03    0.00   15.15    0.00    0.00   78.79    0.00    0.00    0.00    3.03
04:18:29 PM    4    5.94    0.00   14.85    0.00    0.99   73.27    0.00    0.00    0.00    4.95
04:18:29 PM    5    8.16    0.00   14.29    0.00    0.00   71.43    0.00    0.00    0.00    6.12
04:18:29 PM    6   35.35    0.00   18.18    0.00    0.00   43.43    0.00    0.00    0.00    3.03
04:18:29 PM    7    9.09    0.00   14.14    0.00    0.00   73.74    0.00    0.00    0.00    3.03
04:18:29 PM    8    5.05    0.00   14.14    0.00    1.01   78.79    0.00    0.00    0.00    1.01
04:18:29 PM    9    3.96    0.00   13.86    0.00    0.00   78.22    0.00    0.00    0.00    3.96
04:18:29 PM   10    2.00    0.00   14.00    0.00    1.00   81.00    0.00    0.00    0.00    2.00
04:18:29 PM   11   18.18    0.00   13.13    0.00    0.00   67.68    0.00    0.00    0.00    1.01
04:18:29 PM   12    2.00    0.00   15.00    0.00    0.00   80.00    0.00    0.00    0.00    3.00
04:18:29 PM   13    7.92    0.00   13.86    0.00    0.99   75.25    0.00    0.00    0.00    1.98
04:18:29 PM   14    3.00    0.00   14.00    0.00    1.00   77.00    0.00    0.00    0.00    5.00
04:18:29 PM   15   15.00    0.00   13.00    0.00    0.00   69.00    0.00    0.00    0.00    3.00

04:18:29 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:30 PM  all    7.86    0.00   14.09    0.00    0.50   74.00    0.00    0.00    0.00    3.55
04:18:30 PM    0    1.00    0.00   14.00    0.00    1.00   80.00    0.00    0.00    0.00    4.00
04:18:30 PM    1    3.00    0.00   14.00    0.00    1.00   79.00    0.00    0.00    0.00    3.00
04:18:30 PM    2    5.05    0.00   14.14    0.00    0.00   77.78    0.00    0.00    0.00    3.03
04:18:30 PM    3   27.72    0.00   11.88    0.00    0.99   58.42    0.00    0.00    0.00    0.99
04:18:30 PM    4    2.00    0.00   15.00    0.00    0.00   80.00    0.00    0.00    0.00    3.00
04:18:30 PM    5    3.96    0.00   15.84    0.00    0.99   76.24    0.00    0.00    0.00    2.97
04:18:30 PM    6    1.96    0.00   14.71    0.00    0.98   78.43    0.00    0.00    0.00    3.92
04:18:30 PM    7    2.00    0.00   15.00    0.00    1.00   80.00    0.00    0.00    0.00    2.00
04:18:30 PM    8    0.99    0.00   15.84    0.00    0.00   80.20    0.00    0.00    0.00    2.97
04:18:30 PM    9   16.00    0.00   13.00    0.00    0.00   68.00    0.00    0.00    0.00    3.00
04:18:30 PM   10    2.02    0.00   14.14    0.00    0.00   77.78    0.00    0.00    0.00    6.06
04:18:30 PM   11    3.96    0.00   13.86    0.00    0.00   75.25    0.00    0.00    0.00    6.93
04:18:30 PM   12   43.00    0.00    9.00    0.00    1.00   45.00    0.00    0.00    0.00    2.00
04:18:30 PM   13    7.07    0.00   15.15    0.00    0.00   73.74    0.00    0.00    0.00    4.04
04:18:30 PM   14    4.00    0.00   15.00    0.00    0.00   76.00    0.00    0.00    0.00    5.00
04:18:30 PM   15    1.98    0.00   14.85    0.00    0.99   78.22    0.00    0.00    0.00    3.96

04:18:30 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:31 PM  all   11.80    0.31   14.54    0.06    0.56   70.16    0.00    0.00    0.00    2.56
04:18:31 PM    0    8.00    0.00   14.00    0.00    0.00   75.00    0.00    0.00    0.00    3.00
04:18:31 PM    1    4.04    0.00   15.15    0.00    0.00   76.77    0.00    0.00    0.00    4.04
04:18:31 PM    2   19.00    0.00   13.00    0.00    1.00   63.00    0.00    0.00    0.00    4.00
04:18:31 PM    3   37.00    0.00   11.00    0.00    0.00   50.00    0.00    0.00    0.00    2.00
04:18:31 PM    4   18.00    0.00   16.00    0.00    1.00   64.00    0.00    0.00    0.00    1.00
04:18:31 PM    5    2.00    0.00   15.00    0.00    0.00   81.00    0.00    0.00    0.00    2.00
04:18:31 PM    6    6.06    0.00   15.15    0.00    0.00   74.75    0.00    0.00    0.00    4.04
04:18:31 PM    7   18.81    0.99   15.84    0.99    0.00   62.38    0.00    0.00    0.00    0.99
04:18:31 PM    8    7.92    0.99   13.86    0.00    0.99   73.27    0.00    0.00    0.00    2.97
04:18:31 PM    9   21.00    0.00   13.00    0.00    1.00   64.00    0.00    0.00    0.00    1.00
04:18:31 PM   10    1.98    0.00   14.85    0.00    0.99   80.20    0.00    0.00    0.00    1.98
04:18:31 PM   11    0.00    0.00   15.00    0.00    1.00   81.00    0.00    0.00    0.00    3.00
04:18:31 PM   12    2.97    0.00   14.85    0.00    0.99   78.22    0.00    0.00    0.00    2.97
04:18:31 PM   13    3.96    0.00   14.85    0.00    0.99   77.23    0.00    0.00    0.00    2.97
04:18:31 PM   14    8.00    0.00   14.00    0.00    1.00   75.00    0.00    0.00    0.00    2.00
04:18:31 PM   15   30.30    3.03   17.17    0.00    0.00   46.46    0.00    0.00    0.00    3.03

04:18:31 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:32 PM  all    7.75    0.56   14.26    0.00    0.44   73.98    0.00    0.00    0.00    3.00
04:18:32 PM    0    2.00    0.00   15.00    0.00    0.00   81.00    0.00    0.00    0.00    2.00
04:18:32 PM    1    0.99    0.00   14.85    0.00    0.99   81.19    0.00    0.00    0.00    1.98
04:18:32 PM    2    1.01    0.00   15.15    0.00    0.00   79.80    0.00    0.00    0.00    4.04
04:18:32 PM    3    1.00    0.00   15.00    0.00    1.00   78.00    0.00    0.00    0.00    5.00
04:18:32 PM    4   11.00    0.00   14.00    0.00    0.00   71.00    0.00    0.00    0.00    4.00
04:18:32 PM    5    6.00    0.00   16.00    0.00    1.00   74.00    0.00    0.00    0.00    3.00
04:18:32 PM    6    2.00    1.00   14.00    0.00    1.00   80.00    0.00    0.00    0.00    2.00
04:18:32 PM    7    1.01    0.00   14.14    0.00    1.01   80.81    0.00    0.00    0.00    3.03
04:18:32 PM    8    3.03    0.00   15.15    0.00    0.00   76.77    0.00    0.00    0.00    5.05
04:18:32 PM    9   25.74    0.00   11.88    0.00    0.99   59.41    0.00    0.00    0.00    1.98
04:18:32 PM   10    5.94    0.00   14.85    0.00    0.00   77.23    0.00    0.00    0.00    1.98
04:18:32 PM   11   36.36    0.00   11.11    0.00    0.00   50.51    0.00    0.00    0.00    2.02
04:18:32 PM   12    2.00    0.00   16.00    0.00    0.00   80.00    0.00    0.00    0.00    2.00
04:18:32 PM   13   19.39    0.00   12.24    0.00    0.00   66.33    0.00    0.00    0.00    2.04
04:18:32 PM   14    4.95    2.97   13.86    0.00    0.00   74.26    0.00    0.00    0.00    3.96
04:18:32 PM   15    1.98    4.95   14.85    0.00    0.99   73.27    0.00    0.00    0.00    3.96

04:18:32 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:33 PM  all    7.40    0.00   14.92    0.00    0.56   73.90    0.00    0.00    0.00    3.23
04:18:33 PM    0    3.92    0.00   14.71    0.00    0.98   74.51    0.00    0.00    0.00    5.88
04:18:33 PM    1    2.00    0.00   22.00    0.00    0.00   72.00    0.00    0.00    0.00    4.00
04:18:33 PM    2    1.00    0.00   15.00    0.00    1.00   80.00    0.00    0.00    0.00    3.00
04:18:33 PM    3    5.05    0.00   15.15    0.00    0.00   77.78    0.00    0.00    0.00    2.02
04:18:33 PM    4    0.99    0.00   14.85    0.00    0.99   79.21    0.00    0.00    0.00    3.96
04:18:33 PM    5    1.00    0.00   15.00    0.00    0.00   80.00    0.00    0.00    0.00    4.00
04:18:33 PM    6    2.00    0.00   15.00    0.00    0.00   80.00    0.00    0.00    0.00    3.00
04:18:33 PM    7    1.96    0.00   14.71    0.00    0.00   78.43    0.00    0.00    0.00    4.90
04:18:33 PM    8    7.84    0.00   13.73    0.00    0.98   75.49    0.00    0.00    0.00    1.96
04:18:33 PM    9    1.00    0.00   15.00    0.00    0.00   82.00    0.00    0.00    0.00    2.00
04:18:33 PM   10    1.00    0.00   14.00    0.00    0.00   80.00    0.00    0.00    0.00    5.00
04:18:33 PM   11    1.98    0.00   15.84    0.00    0.99   78.22    0.00    0.00    0.00    2.97
04:18:33 PM   12   43.00    0.00   12.00    0.00    1.00   43.00    0.00    0.00    0.00    1.00
04:18:33 PM   13    1.98    0.00   16.83    0.00    0.99   78.22    0.00    0.00    0.00    1.98
04:18:33 PM   14   27.72    0.00   11.88    0.00    0.99   56.44    0.00    0.00    0.00    2.97
04:18:33 PM   15   16.00    0.00   13.00    0.00    1.00   67.00    0.00    0.00    0.00    3.00

04:18:33 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:34 PM  all    7.46    0.00   14.42    0.00    0.44   74.55    0.00    0.00    0.00    3.13
04:18:34 PM    0    1.00    0.00   16.00    0.00    1.00   80.00    0.00    0.00    0.00    2.00
04:18:34 PM    1    1.00    0.00   14.00    0.00    0.00   82.00    0.00    0.00    0.00    3.00
04:18:34 PM    2    0.99    0.00   15.84    0.00    0.00   76.24    0.00    0.00    0.00    6.93
04:18:34 PM    3   14.85    0.00   13.86    0.00    0.99   64.36    0.00    0.00    0.00    5.94
04:18:34 PM    4    5.10    0.00   14.29    0.00    0.00   79.59    0.00    0.00    0.00    1.02
04:18:34 PM    5    0.99    0.00   14.85    0.00    0.99   80.20    0.00    0.00    0.00    2.97
04:18:34 PM    6   19.80    0.00   12.87    0.00    0.99   65.35    0.00    0.00    0.00    0.99
04:18:34 PM    7   38.38    0.00   10.10    0.00    1.01   50.51    0.00    0.00    0.00    0.00
04:18:34 PM    8    1.01    0.00   15.15    0.00    0.00   80.81    0.00    0.00    0.00    3.03
04:18:34 PM    9    1.01    0.00   15.15    0.00    0.00   80.81    0.00    0.00    0.00    3.03
04:18:34 PM   10    2.02    0.00   15.15    0.00    1.01   76.77    0.00    0.00    0.00    5.05
04:18:34 PM   11    2.02    0.00   14.14    0.00    0.00   77.78    0.00    0.00    0.00    6.06
04:18:34 PM   12    8.08    0.00   17.17    0.00    0.00   71.72    0.00    0.00    0.00    3.03
04:18:34 PM   13   17.00    0.00   12.00    0.00    1.00   66.00    0.00    0.00    0.00    4.00
04:18:34 PM   14    5.05    0.00   15.15    0.00    0.00   78.79    0.00    0.00    0.00    1.01
04:18:34 PM   15    1.00    0.00   15.00    0.00    0.00   82.00    0.00    0.00    0.00    2.00

04:18:34 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:35 PM  all   10.64    0.31   14.87    0.00    0.50   70.32    0.00    0.00    0.00    3.36
04:18:35 PM    0   11.11    0.00   18.18    0.00    0.00   68.69    0.00    0.00    0.00    2.02
04:18:35 PM    1    1.98    0.00   15.84    0.00    0.99   77.23    0.00    0.00    0.00    3.96
04:18:35 PM    2   16.00    0.00   15.00    0.00    1.00   64.00    0.00    0.00    0.00    4.00
04:18:35 PM    3   14.00    0.00   16.00    0.00    1.00   66.00    0.00    0.00    0.00    3.00
04:18:35 PM    4    6.86    0.00   14.71    0.00    0.00   74.51    0.00    0.00    0.00    3.92
04:18:35 PM    5    3.03    0.00   14.14    0.00    0.00   79.80    0.00    0.00    0.00    3.03
04:18:35 PM    6    6.06    0.00   19.19    0.00    0.00   71.72    0.00    0.00    0.00    3.03
04:18:35 PM    7    1.98    1.98   17.82    0.00    0.00   74.26    0.00    0.00    0.00    3.96
04:18:35 PM    8    3.00    0.00   15.00    0.00    0.00   79.00    0.00    0.00    0.00    3.00
04:18:35 PM    9    4.90    0.00   13.73    0.00    0.98   77.45    0.00    0.00    0.00    2.94
04:18:35 PM   10    6.00    0.00   15.00    0.00    0.00   76.00    0.00    0.00    0.00    3.00
04:18:35 PM   11    2.97    0.99   14.85    0.00    0.99   78.22    0.00    0.00    0.00    1.98
04:18:35 PM   12   51.00    0.00    8.00    0.00    1.00   38.00    0.00    0.00    0.00    2.00
04:18:35 PM   13    1.98    1.98   14.85    0.00    0.00   75.25    0.00    0.00    0.00    5.94
04:18:35 PM   14    2.97    0.00   14.85    0.00    0.99   75.25    0.00    0.00    0.00    5.94
04:18:35 PM   15   36.63    0.00   10.89    0.00    0.99   49.50    0.00    0.00    0.00    1.98

04:18:35 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:36 PM  all    9.10    0.19   13.99    0.00    0.63   72.33    0.00    0.00    0.00    3.76
04:18:36 PM    0   14.85    0.00   12.87    0.00    0.99   67.33    0.00    0.00    0.00    3.96
04:18:36 PM    1    2.04    0.00   15.31    0.00    0.00   78.57    0.00    0.00    0.00    4.08
04:18:36 PM    2    7.07    0.00   14.14    0.00    0.00   73.74    0.00    0.00    0.00    5.05
04:18:36 PM    3    9.09    0.00   15.15    0.00    0.00   70.71    0.00    0.00    0.00    5.05
04:18:36 PM    4   12.00    0.00   14.00    0.00    1.00   71.00    0.00    0.00    0.00    2.00
04:18:36 PM    5    7.07    0.00   14.14    0.00    0.00   76.77    0.00    0.00    0.00    2.02
04:18:36 PM    6   12.00    2.00   13.00    0.00    1.00   67.00    0.00    0.00    0.00    5.00
04:18:36 PM    7    1.98    0.00   13.86    0.00    0.99   77.23    0.00    0.00    0.00    5.94
04:18:36 PM    8    9.00    0.00   13.00    0.00    1.00   71.00    0.00    0.00    0.00    6.00
04:18:36 PM    9   21.43    0.00   12.24    0.00    0.00   61.22    0.00    0.00    0.00    5.10
04:18:36 PM   10   11.11    0.00   13.13    0.00    1.01   72.73    0.00    0.00    0.00    2.02
04:18:36 PM   11    1.98    0.99   16.83    0.00    0.99   77.23    0.00    0.00    0.00    1.98
04:18:36 PM   12    5.94    0.00   15.84    0.00    0.99   75.25    0.00    0.00    0.00    1.98
04:18:36 PM   13    1.01    0.00   14.14    0.00    1.01   79.80    0.00    0.00    0.00    4.04
04:18:36 PM   14   28.28    0.00   11.11    0.00    0.00   57.58    0.00    0.00    0.00    3.03
04:18:36 PM   15    1.00    0.00   15.00    0.00    1.00   80.00    0.00    0.00    0.00    3.00

04:18:36 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:37 PM  all    7.73    0.06   14.90    0.00    0.37   73.57    0.00    0.00    0.00    3.37
04:18:37 PM    0    2.02    0.00   15.15    0.00    0.00   80.81    0.00    0.00    0.00    2.02
04:18:37 PM    1    0.99    0.00   20.79    0.00    0.99   73.27    0.00    0.00    0.00    3.96
04:18:37 PM    2    1.98    0.99   15.84    0.00    0.99   74.26    0.00    0.00    0.00    5.94
04:18:37 PM    3    1.00    0.00   16.00    0.00    1.00   75.00    0.00    0.00    0.00    7.00
04:18:37 PM    4    1.00    0.00   15.00    0.00    0.00   82.00    0.00    0.00    0.00    2.00
04:18:37 PM    5    0.99    0.00   14.85    0.00    0.99   81.19    0.00    0.00    0.00    1.98
04:18:37 PM    6   96.04    0.00    2.97    0.00    0.00    0.99    0.00    0.00    0.00    0.00
04:18:37 PM    7    2.02    0.00   16.16    0.00    0.00   76.77    0.00    0.00    0.00    5.05
04:18:37 PM    8    2.00    0.00   17.00    0.00    0.00   80.00    0.00    0.00    0.00    1.00
04:18:37 PM    9    1.96    0.00   14.71    0.00    0.98   79.41    0.00    0.00    0.00    2.94
04:18:37 PM   10    3.00    0.00   16.00    0.00    0.00   79.00    0.00    0.00    0.00    2.00
04:18:37 PM   11    1.00    0.00   15.00    0.00    0.00   80.00    0.00    0.00    0.00    4.00
04:18:37 PM   12    1.01    0.00   14.14    0.00    0.00   81.82    0.00    0.00    0.00    3.03
04:18:37 PM   13    0.99    0.00   14.85    0.00    0.00   80.20    0.00    0.00    0.00    3.96
04:18:37 PM   14    2.97    0.00   15.84    0.00    0.99   77.23    0.00    0.00    0.00    2.97
04:18:37 PM   15    4.04    0.00   14.14    0.00    0.00   75.76    0.00    0.00    0.00    6.06

04:18:37 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:38 PM  all    7.64    0.00   14.10    0.00    0.50   73.81    0.00    0.00    0.00    3.95
04:18:38 PM    0    1.00    0.00   15.00    0.00    1.00   80.00    0.00    0.00    0.00    3.00
04:18:38 PM    1    2.00    0.00   14.00    0.00    0.00   81.00    0.00    0.00    0.00    3.00
04:18:38 PM    2    3.03    0.00   14.14    0.00    1.01   77.78    0.00    0.00    0.00    4.04
04:18:38 PM    3    1.98    0.00   14.85    0.00    0.00   77.23    0.00    0.00    0.00    5.94
04:18:38 PM    4    1.01    0.00   14.14    0.00    1.01   79.80    0.00    0.00    0.00    4.04
04:18:38 PM    5    1.98    0.00   14.85    0.00    0.00   80.20    0.00    0.00    0.00    2.97
04:18:38 PM    6   94.95    0.00    3.03    0.00    1.01    1.01    0.00    0.00    0.00    0.00
04:18:38 PM    7    4.04    0.00   15.15    0.00    1.01   74.75    0.00    0.00    0.00    5.05
04:18:38 PM    8    2.00    0.00   16.00    0.00    1.00   79.00    0.00    0.00    0.00    2.00
04:18:38 PM    9    3.00    0.00   15.00    0.00    0.00   78.00    0.00    0.00    0.00    4.00
04:18:38 PM   10    0.00    0.00   15.00    0.00    1.00   81.00    0.00    0.00    0.00    3.00
04:18:38 PM   11    1.02    0.00   14.29    0.00    0.00   81.63    0.00    0.00    0.00    3.06
04:18:38 PM   12    1.01    0.00   15.15    0.00    0.00   78.79    0.00    0.00    0.00    5.05
04:18:38 PM   13    1.00    0.00   15.00    0.00    0.00   78.00    0.00    0.00    0.00    6.00
04:18:38 PM   14    3.00    0.00   15.00    0.00    0.00   77.00    0.00    0.00    0.00    5.00
04:18:38 PM   15    1.98    0.00   14.85    0.00    0.99   75.25    0.00    0.00    0.00    6.93

04:18:38 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:39 PM  all    7.61    0.00   14.53    0.00    0.50   73.50    0.00    0.00    0.00    3.87
04:18:39 PM    0    4.95    0.00   17.82    0.00    0.00   72.28    0.00    0.00    0.00    4.95
04:18:39 PM    1    2.97    0.00   17.82    0.00    0.99   71.29    0.00    0.00    0.00    6.93
04:18:39 PM    2    0.99    0.00   14.85    0.00    0.00   81.19    0.00    0.00    0.00    2.97
04:18:39 PM    3    1.98    0.00   14.85    0.00    0.99   79.21    0.00    0.00    0.00    2.97
04:18:39 PM    4    2.00    0.00   15.00    0.00    0.00   79.00    0.00    0.00    0.00    4.00
04:18:39 PM    5    1.00    0.00   14.00    0.00    1.00   80.00    0.00    0.00    0.00    4.00
04:18:39 PM    6   47.47    0.00    9.09    0.00    0.00   41.41    0.00    0.00    0.00    2.02
04:18:39 PM    7    6.00    0.00   15.00    0.00    0.00   75.00    0.00    0.00    0.00    4.00
04:18:39 PM    8   26.00    0.00   12.00    0.00    0.00   59.00    0.00    0.00    0.00    3.00
04:18:39 PM    9    8.00    0.00   14.00    0.00    1.00   72.00    0.00    0.00    0.00    5.00
04:18:39 PM   10    1.98    0.00   13.86    0.00    0.00   81.19    0.00    0.00    0.00    2.97
04:18:39 PM   11    1.98    0.00   14.85    0.00    0.99   79.21    0.00    0.00    0.00    2.97
04:18:39 PM   12    2.00    0.00   15.00    0.00    1.00   79.00    0.00    0.00    0.00    3.00
04:18:39 PM   13    2.00    0.00   14.00    0.00    1.00   79.00    0.00    0.00    0.00    4.00
04:18:39 PM   14   11.11    0.00   14.14    0.00    1.01   69.70    0.00    0.00    0.00    4.04
04:18:39 PM   15    2.00    0.00   16.00    0.00    0.00   77.00    0.00    0.00    0.00    5.00

04:18:39 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:40 PM  all    7.61    0.00   13.97    0.00    0.44   74.86    0.00    0.00    0.00    3.12
04:18:40 PM    0    9.00    0.00   13.00    0.00    1.00   71.00    0.00    0.00    0.00    6.00
04:18:40 PM    1   22.45    0.00   12.24    0.00    0.00   61.22    0.00    0.00    0.00    4.08
04:18:40 PM    2    1.01    0.00   14.14    0.00    0.00   80.81    0.00    0.00    0.00    4.04
04:18:40 PM    3    1.01    0.00   14.14    0.00    0.00   80.81    0.00    0.00    0.00    4.04
04:18:40 PM    4    1.98    0.00   14.85    0.00    0.99   81.19    0.00    0.00    0.00    0.99
04:18:40 PM    5   14.00    0.00   14.00    0.00    0.00   70.00    0.00    0.00    0.00    2.00
04:18:40 PM    6    3.96    0.00   14.85    0.00    0.99   78.22    0.00    0.00    0.00    1.98
04:18:40 PM    7    0.98    0.00   14.71    0.00    0.98   79.41    0.00    0.00    0.00    3.92
04:18:40 PM    8    0.99    0.00   15.84    0.00    0.99   80.20    0.00    0.00    0.00    1.98
04:18:40 PM    9   21.00    0.00   12.00    0.00    0.00   65.00    0.00    0.00    0.00    2.00
04:18:40 PM   10   10.10    0.00   14.14    0.00    1.01   72.73    0.00    0.00    0.00    2.02
04:18:40 PM   11   13.86    0.00   12.87    0.00    0.00   68.32    0.00    0.00    0.00    4.95
04:18:40 PM   12    9.90    0.00   13.86    0.00    0.00   72.28    0.00    0.00    0.00    3.96
04:18:40 PM   13    3.96    0.00   14.85    0.00    0.00   78.22    0.00    0.00    0.00    2.97
04:18:40 PM   14    2.00    0.00   14.00    0.00    0.00   81.00    0.00    0.00    0.00    3.00
04:18:40 PM   15    6.00    0.00   14.00    0.00    1.00   77.00    0.00    0.00    0.00    2.00

04:18:40 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:18:41 PM  all    7.39    0.00   14.72    0.00    0.50   74.70    0.00    0.00    0.00    2.69
04:18:41 PM    0    3.03    0.00   15.15    0.00    0.00   79.80    0.00    0.00    0.00    2.02
04:18:41 PM    1    1.00    0.00   14.00    0.00    1.00   81.00    0.00    0.00    0.00    3.00
04:18:41 PM    2   14.85    0.00   13.86    0.00    0.99   68.32    0.00    0.00    0.00    1.98
